0,1,5.538194334952795
0,2,8.089621307593612
0,3,6.126569634969371
0,4,1.6319246580087965
0,5,9.64292251640664
0,6,9.363244345469917
0,7,3.67238450726584
0,8,3.9804828465981332
0,9,2.9547535074406106
0,10,3.7687218457790306
0,11,6.325382579310659
0,12,3.5654975375645526
0,13,3.5937596901371407
0,14,0.6113192809295953
0,15,2.7080277755837647
0,16,8.36228896442359
0,17,9.345715441582058
0,18,7.101505748236566
0,19,3.713212148807611
0,20,1.7823655895483193
0,21,3.776243957333374
0,22,9.431729647179981
0,23,3.984351167340349
0,24,4.003422384071675
0,25,2.5538679305901866
0,26,0.5779791175277171
0,27,4.952190740928839
0,28,1.9346801494094623
0,29,2.953456282368103
0,30,3.864522608170536
0,31,6.740642078583594
0,32,5.142088559581875
0,33,6.396334827819718
0,34,9.230607020375821
0,35,0.7949771399824757
0,36,6.864556555201796
0,37,8.580584211374717
0,38,7.350789841872557
0,39,2.439233313173872
0,40,6.371516743881376
0,41,4.264820603493762
0,42,5.285964628168144
0,43,2.7356902813751836
0,44,1.3437690013734616
0,45,4.091018341571125
0,46,6.180035599066769
0,47,1.9977981086040753
0,48,6.703689377545377
0,49,8.966698602637802
0,50,4.667585245813796
0,51,3.09895427180791
0,52,9.377531754128546
0,53,3.4740746140327183
0,54,9.120769714490436
0,55,1.3230354340375294
0,56,6.841690583028792
0,57,3.5335090089042263
0,58,1.63906676794903
0,59,8.918615948286199
0,60,0.9864309216213141
0,61,5.120905845520902
0,62,6.773393013920639
0,63,6.747309618782742
0,64,7.824736262623083
0,65,0.22342376453843849
0,66,0.376498734780758
0,67,2.457697041133832
0,68,7.880565645078791
1,0,3.415162971994379
1,2,0.6844336573265486
1,3,4.46980691656086
1,4,1.7099447593662187
1,5,7.444245568756919
1,6,4.759275177344309
1,7,3.721145129614043
1,8,9.939967448966682
1,9,9.04497143106643
1,10,4.761198359894449
1,11,0.6037712011397733
1,12,7.4549160180833685
1,13,6.823501259526346
1,14,0.16835132664697605
1,15,2.812945231829662
1,16,6.9153528164982925
1,17,1.512781442401856
1,18,4.025903215040236
1,19,0.9313804301152429
1,20,7.665177088199232
1,21,5.15219141110189
1,22,3.5810101960372185
1,23,2.489151970675488
1,24,2.26327750508403
1,25,9.81965947596196
1,26,8.248341877231272
1,27,1.9678286801162037
1,28,4.3705588507615545
1,29,8.42876159321442
1,30,0.7512015071136202
1,31,3.758411086554203
1,32,8.529751467817217
1,33,9.800577953457704
1,34,0.4961585854471162
1,35,7.436173378557866
1,36,4.494565760124454
1,37,7.729853473480245
1,38,1.764512188485129
1,39,9.881524054647237
1,40,6.196379691844166
1,41,9.087269653355566
1,42,3.141783710595191
1,43,6.754512162690734
1,44,8.180802365144013
1,45,9.134402773545036
1,46,8.756835313539224
1,47,6.621627334166708
1,48,0.4030877452084414
1,49,3.1752090056968054
1,50,6.365100276286448
1,51,4.637051747783976
1,52,5.640515792631571
1,53,2.427643080099442
1,54,2.085796632023753
1,55,9.096541572001778
1,56,2.46149965269723
1,57,8.571279967046362
1,58,6.69089682660705
1,59,3.410630180453232
1,60,0.6853202675971348
1,61,5.8115799135748105
1,62,3.7440019108145695
1,63,8.084857892343006
1,64,5.5730241355649355
1,65,1.4986964616281828
1,66,5.60017561183177
1,67,2.1482561255700006
1,68,1.6091659077663911
2,0,6.348497706441049
2,1,9.303169826610153
2,3,1.1373203944941102
2,4,6.665718698307058
2,5,3.1357351534689992
2,6,0.7543746694648268
2,7,9.221227531338132
2,8,2.5836100437941303
2,9,8.364059102026012
2,10,2.178209379094441
2,11,6.345070574844446
2,12,8.763988565934962
2,13,4.864845269008665
2,14,4.871566736583537
2,15,7.371391011294634
2,16,1.2304606787323291
2,17,4.536565111737122
2,18,6.500307237861272
